date,account,transaction_details,transaction_id,offset_account_id,offset_account_type,transaction_type,reference_number,transaction_number,debit,credit,account_id,currency_code,group_id,branch_name,account_group,amount,currency,batch_id
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125419,,,bill,Only,MIN/PW/24-25/305,0.0,172682.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,172682.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125379,,,bill,Only,MIN/PW/24-25/273,0.0,107061.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,107061.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125339,,,bill,Aldo,MIN/PW/24-25/275,0.0,112202.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,112202.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125293,,,bill,BBW,MIN/PW/24-25/306,0.0,122174.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,122174.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125253,,,bill,BBW,MIN/PW/24-25/259,0.0,126126.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,126126.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125213,,,bill,Adventuras ,MIN/PW/24-25/318,0.0,6251.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,6251.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125133,,,bill,Coloumbia,MIN/PW/24-25/222,0.0,17676.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,17676.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125093,,,bill,Coloumbia,MIN/PW/24-25/317,0.0,20069.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,20069.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125459,,,bill,Jack & Jones ,MIN/PW/24-25/272,0.0,158509.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,158509.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503217049,,,bill,Aldo Jul-24,MIN/PW/24-25/329,0.0,61573.96,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,61573.96,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125825,,,bill,Sassafras,MIN/PW/24-25/320,0.0,4022.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,4022.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125785,,,bill,dabur ,MIN/PW/24-25/260,0.0,4659.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,4659.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125745,,,bill,Aldo,MIN/PW/24-25/330,0.0,66635.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,66635.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125659,,,bill,Phillips ,MIN/PW/24-25/321,0.0,98380.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,98380.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125619,,,bill,Victoria secret ,MIN/PW/24-25/338,0.0,100239.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,100239.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125579,,,bill,Victoria secret ,MIN/PW/24-25/296,0.0,101422.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,101422.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125699,,,bill,Phillips ,MIN/PW/24-25/297,0.0,79744.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,79744.0,Cr,20250213122928
2024-11-01,Accounts Payable,Airfly Cakes ( Kamlesh Kumar),268960002503232177,,,bill,PO-HR-2425-0172,200,0.0,1800.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,1800.0,Cr,20250213122928
2024-11-01,Accounts Payable,Airfly Cakes ( Kamlesh Kumar),268960002503232137,,,bill,PO-HR-2425-0171,199,0.0,1800.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,1800.0,Cr,20250213122928
2024-11-01,Accounts Payable,KRISHAN,268960002503232253,,,bill,PO-HR-2425-0168,603,0.0,810.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,810.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125173,,,bill,Killer Jeans ,MIN/PW/24-25/290,0.0,13903.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,13903.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125047,,,bill,Killer Jeans,MIN/PW/24-25/291,0.0,24307.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,24307.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503232423,,,bill,Ivedic Life Jul-24 ,MIN/PW/24-25/274,0.0,108055.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,108055.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503232337,,,bill,Onitsuka Tiger - Jul-24,MIN/PW/24-25/307,0.0,49045.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,49045.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503232291,,,bill,Onitsuka Tiger - Jun-24 ,MIN/PW/24-25/303,0.0,52293.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,52293.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503232379,,,bill,Soch Jun-24 ,MIN/PW/24-25/282,0.0,4256.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,4256.0,Cr,20250213122928
2024-11-01,Accounts Payable,Maiden Marketing (India) Pvt Ltd,268960002503125007,,,bill,Soch ,MIN/PW/24-25/283,0.0,38007.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,38007.0,Cr,20250213122928
2024-11-01,Accounts Payable,KRISHAN,268960002503232217,,,bill,PO-HR-2425-0169,602,0.0,418.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,418.0,Cr,20250213122928
2024-11-01,Accounts Payable,PINETRREE PACKAGING PRIVATE LIMITED,268960002503125501,,,bill,PO-HR-2425-0080,1311/24-25,0.0,339360.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,339360.0,Cr,20250213122928
2024-11-01,Accounts Payable,SHREE ASSOCIATES,268960002503283140,,,bill,,SA/S-0928/24-25,0.0,160706.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,160706.0,Cr,20250213122928
2024-11-01,Accounts Payable,ECOM EXPRESS LIMITED,268960002503283180,,,bill,,272025114100099,0.0,781326.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,781326.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503243305,,,bill,PO-MH-2425-0019,EE/2024-25/00883,0.0,3481.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - MH,liability,3481.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503243355,,,bill,PO-HR-2425-0086,EE/2024-25/0926,0.0,8071.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,8071.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503243399,,,bill,PO-MH-2425-0022,EE/2024-25/1131,0.0,2903.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - MH,liability,2903.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503243443,,,bill,PO-KA-2425-0029,EE/2024-25/1158,0.0,11021.2,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,11021.2,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503262738,,,bill,PO-KA-2425-0022,EE/2024-25/0632,0.0,80887.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,80887.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503262848,,,bill,PO-MH-2425-0019,EE/2024-25/0752,0.0,21723.4,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - MH,liability,21723.4,Cr,20250213122928
2024-11-01,Accounts Payable,Google India Private Limited,268960002503262494,,,bill,NBA,5107733924,0.0,672514.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,672514.0,Cr,20250213122928
2024-11-01,Accounts Payable,Google India Private Limited,268960002503262530,,,bill,Onitsuka Tiger,5106743747,0.0,1092192.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,1092192.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503262956,,,bill,PO-KA-2425-0024,EE/2024-25/0864,0.0,17602.65,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,17602.65,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503283044,,,bill,PO-KA-2425-0035,EE/2024-25/1356,0.0,114233.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,114233.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503289463,,,bill,PO-MH-2425-0027,EE/2024-25/1681,0.0,7611.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - MH,liability,7611.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503289511,,,bill,PO-MH-2425-0042,EE/2024-25/1733,0.0,32863.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - MH,liability,32863.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503289565,,,bill,PO-MH-2425-0038,EE/2024-25/1785,0.0,38055.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - MH,liability,38055.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503289609,,,bill,PO-MH-2425-0042,EE/2024-25/1808,0.0,13900.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - MH,liability,13900.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503289655,,,bill,PO-MH-2425-0044,EE/2024-25/1856,0.0,16284.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - MH,liability,16284.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503363043,,,bill,PO-HR-2425-0146,EE/2024-25/1751,0.0,51330.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,51330.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503363089,,,bill,PO-HR-2425-0125,EE/2024-25/1786,0.0,45725.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,45725.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503363135,,,bill,PO-HR-2425-0167,EE/2024-25/1820,0.0,14986.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,14986.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503370003,,,bill,PO-HR-2425-0177,EE/2024-25/1862,0.0,40710.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,40710.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503372003,,,bill,PO-KA-2425-0040,EE/2024-25/1630,0.0,24190.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,24190.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503372053,,,bill,PO-KA-2425-0046,EE/2024-25/1719,0.0,23777.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,23777.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503372111,,,bill,PO-KA-2425-0041,EE/2024-25/1787,0.0,38055.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,38055.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503372155,,,bill,PO-KA-2425-0040,EE/2024-25/1799,0.0,9723.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,9723.0,Cr,20250213122928
2024-11-01,Accounts Payable,OFFICEDECK TECHNOLOGIES PVT LTD,268960002503452391,,,bill,PO-HR-2425-0073,INV-18469,0.0,6832.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,6832.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503372199,,,bill,PO-KA-2425-0049,EE/2024-25/1800,0.0,51885.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,51885.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503372249,,,bill,PO-KA-2425-0050,EE/2024-25/1864,0.0,8921.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,8921.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503372295,,,bill,PO-KA-2425-0028,EE/2024-25/1159,0.0,9062.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,9062.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503372343,,,bill,PO-HR-2425-0107,EE/2024-25/1178,0.0,1605.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,1605.0,Cr,20250213122928
2024-11-01,Accounts Payable,OFFICEDECK TECHNOLOGIES PVT LTD,268960002503452435,,,bill,PO-HR-2425-0097,INV-18829,0.0,15680.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,15680.0,Cr,20250213122928
2024-11-01,Accounts Payable,OFFICEDECK TECHNOLOGIES PVT LTD,268960002503452479,,,bill,PO-HR-2425-0121,INV-19178,0.0,15680.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,15680.0,Cr,20250213122928
2024-11-01,Accounts Payable,Google India Private Limited,268960002503289269,,,bill,Nutex,5105810394,0.0,34458.88,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,34458.88,Cr,20250213122928
2024-11-01,Accounts Payable,HayStack Marketing Services Private Limited,268960002503420166,,,bill,PO-HR-2425-0020,INV017624,0.0,313200.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,313200.0,Cr,20250213122928
2024-11-01,Accounts Payable,Flipkart Internet Private Limited,268960002503420045,,,bill,,FNFKAI2500001866,0.0,59000.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,59000.0,Cr,20250213122928
2024-11-01,Accounts Payable,OFFICEDECK TECHNOLOGIES PVT LTD,268960002503452564,,,bill,PO-KA-2425-0036,INV-19232,0.0,6832.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,6832.0,Cr,20250213122928
2024-11-01,Accounts Payable,Unicommerce ESolutions Pvt. Ltd.,268960002503452626,,,bill,,UC2425/GGN/06890,0.0,17400.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,17400.0,Cr,20250213122928
2024-11-01,Accounts Payable,Unicommerce ESolutions Pvt. Ltd.,268960002503452662,,,bill,,UC2425/GGN/07996,0.0,17400.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,17400.0,Cr,20250213122928
2024-11-01,Accounts Payable,KARIX MOBILE PRIVATE LIMITED,268960002503420642,,,bill,,2410013293,0.0,7737.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,7737.0,Cr,20250213122928
2024-11-01,Accounts Payable,KARIX MOBILE PRIVATE LIMITED,268960002503420604,,,bill,,2410013294,0.0,48688.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,48688.0,Cr,20250213122928
2024-11-01,Accounts Payable,KARIX MOBILE PRIVATE LIMITED,268960002503420566,,,bill,,2410014161,0.0,3339.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,3339.0,Cr,20250213122928
2024-11-01,Accounts Payable,KARIX MOBILE PRIVATE LIMITED,268960002503420528,,,bill,,2410014152,0.0,51031.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,51031.0,Cr,20250213122928
2024-11-01,Accounts Payable,KARIX MOBILE PRIVATE LIMITED,268960002503420490,,,bill,,2410014157,0.0,1349.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,1349.0,Cr,20250213122928
2024-11-01,Accounts Payable,KARIX MOBILE PRIVATE LIMITED,268960002503420452,,,bill,,2410014150,0.0,701.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,701.0,Cr,20250213122928
2024-11-01,Accounts Payable,CASHJOSH,268960002503560101,,,bill,"PO-HR-2425-0143,PO-HR-2425-0161",CJ-INV-2024-25-134,0.0,1437401.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,1437401.0,Cr,20250213122928
2024-11-01,Accounts Payable,CASHJOSH,268960002502665379,,,vendor_payment,N296243346526746,CJ-INV-2024-25-134,91629.0,0.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,91629.0,Dr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002503420366,,,bill,PO-KA-2425-0044,B3659/2024-25,0.0,7316.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,7316.0,Cr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002499903595,,,vendor_payment,N171243102994178,B3659/2024-25,1191.0,0.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,1191.0,Dr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002503404485,,,bill,PO-KA-2425-0044,B3804/2024-25,0.0,3328.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,3328.0,Cr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002503404441,,,bill,PO-KA-2425-0042,B3803/2024-25,0.0,3328.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,3328.0,Cr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002503404397,,,bill,PO-MH-2425-0039,B3802/2024-25,0.0,3328.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - MH,liability,3328.0,Cr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002503404215,,,bill,PO-HR-2425-0126,B3662/2024-25,0.0,7316.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,7316.0,Cr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002503404159,,,bill,PO-MH-2425-0039,B3657/2024-25,0.0,7316.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - MH,liability,7316.0,Cr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002503404259,,,bill,PO-HR-2425-0131,B3703/2024-25,0.0,4602.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,4602.0,Cr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002503404353,,,bill,PO-HR-2425-0131,B3801/2024-25,0.0,1109.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,1109.0,Cr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002503404309,,,bill,PO-HR-2425-0126,B3800/2024-25,0.0,3328.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,3328.0,Cr,20250213122928
2024-11-01,Accounts Payable,Google India Private Limited,268960002503509009,,,bill,Moonray ,5104565129,0.0,14490.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,14490.0,Cr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002501795463,,,vendor_payment,N269243284996099,B3659/2024-25,6125.0,0.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,6125.0,Dr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002501795463,,,vendor_payment,N269243284996099,B3804/2024-25,3328.0,0.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,3328.0,Dr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002501795463,,,vendor_payment,N269243284996099,B3803/2024-25,3328.0,0.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - KA,liability,3328.0,Dr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002501795463,,,vendor_payment,N269243284996099,B3802/2024-25,3328.0,0.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - MH,liability,3328.0,Dr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002501795463,,,vendor_payment,N269243284996099,B3662/2024-25,7316.0,0.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,7316.0,Dr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002501795463,,,vendor_payment,N269243284996099,B3657/2024-25,7316.0,0.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - MH,liability,7316.0,Dr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002501795463,,,vendor_payment,N269243284996099,B3703/2024-25,4602.0,0.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,4602.0,Dr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002501795463,,,vendor_payment,N269243284996099,B3801/2024-25,1109.0,0.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,1109.0,Dr,20250213122928
2024-11-01,Accounts Payable,BENCHMARK PACKAGING PVT LTD,268960002501795463,,,vendor_payment,N269243284996099,B3800/2024-25,3328.0,0.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,3328.0,Dr,20250213122928
2024-11-01,Accounts Payable,Felurian Technology Private Limited,268960002503527785,,,bill,,CL24250629,0.0,13064.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,13064.0,Cr,20250213122928
2024-11-01,Accounts Payable,Felurian Technology Private Limited,268960002503527833,,,bill,,CL24251020,0.0,13789.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,13789.0,Cr,20250213122928
2024-11-01,Accounts Payable,Felurian Technology Private Limited,268960002503527877,,,bill,,CL24251197,0.0,14100.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,14100.0,Cr,20250213122928
2024-11-01,Accounts Payable,Felurian Technology Private Limited,268960002503527921,,,bill,,CL24250813,0.0,14275.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - HR,liability,14275.0,Cr,20250213122928
2024-11-01,Accounts Payable,ELITE ENTERPRISES,268960002503560217,,,bill,PO-MH-2425-0031,EE/2024-25/1736,0.0,17901.0,268960000000007126,INR,268960000000007126,ANS Digital Pvt Ltd - MH,liability,17901.0,Cr,20250213122928
